Block,#Transaction,#Contract,#Ret
347499,1,1,0
347515,1,1,0
347517,1,1,0
347524,1,1,0
347537,1,1,0
347544,1,1,0
347551,1,1,0
347558,1,1,0
347585,1,1,0
347592,1,1,0
347595,1,1,0
347682,1,1,0
347697,1,1,0
347700,1,1,0
347726,1,1,0
347741,1,1,0
347743,1,1,0
347755,1,1,0
347777,1,1,0
347807,1,1,0
347902,2,2,0
347926,1,1,0
348004,2,2,0
348031,1,1,0
348186,1,1,0
348188,1,1,0
348197,1,1,0
348274,1,1,0
348327,1,1,0
348342,1,1,0
348353,1,1,0
348358,1,1,0
348363,1,1,0
348370,1,1,0
348380,1,1,0
348396,1,1,0
348405,1,1,0
348420,1,1,0
348469,1,1,0
348534,1,1,0
348555,1,1,0
348610,1,1,0
348648,1,1,0
348652,1,1,0
348718,1,1,0
348735,1,1,0
348736,1,1,0
348767,1,1,0
348770,1,1,0
348807,1,1,0
348810,1,1,0
348835,1,1,0
348841,1,1,0
348853,1,1,0
348862,1,1,0
348887,1,1,0
348950,1,1,0
348962,1,1,0
348977,1,1,0
348979,1,1,0
348982,2,2,0
348988,1,1,0
349224,1,1,0
349250,1,1,0
349306,1,1,0
349310,1,1,0
349332,1,1,0
349438,1,1,0
349466,1,1,0
349484,1,1,0
349490,1,1,0
349506,1,1,0
349517,3,3,0
349518,1,1,0
349519,1,1,0
349561,1,1,0
349610,1,1,0
349611,2,2,0
349612,3,3,0
349613,1,1,0
349640,1,1,0
349641,1,1,0
349642,1,1,0
349643,3,3,0
349644,3,3,0
349645,1,1,0
349646,3,3,0
349647,4,4,0
349648,3,3,0
349649,4,4,0
349650,5,5,0
349651,1,1,0
349662,1,1,0
349663,1,1,0
349664,1,1,0
349749,1,1,0
349795,1,1,0
349824,1,1,0
349860,1,1,0
349861,1,1,0
349904,1,1,0
349906,3,3,0
349907,3,3,0
349908,4,4,0
349909,1,1,0
349916,6,6,0
349917,7,7,0
349918,6,6,0
349919,6,6,0
349920,4,4,0
349932,1,1,0
349952,1,1,0
349960,1,1,0
350003,1,1,0
350013,1,1,0
350016,1,1,0
350026,1,1,0
350043,1,1,0
350102,1,1,0
350150,1,1,0
350159,1,1,0
350205,2,2,0
350220,1,1,0
350243,1,1,0
350278,1,1,0
350294,1,1,0
350318,1,1,0
350325,1,1,0
350348,1,1,0
350362,1,1,0
350370,1,1,0
350440,1,1,0
350443,1,1,0
350458,1,1,0
350465,1,1,0
350490,2,2,0
350491,1,1,0
350492,2,2,0
350493,1,1,0
350494,1,1,0
350495,2,2,0
350496,1,1,0
350497,1,1,0
350499,1,1,0
350500,1,1,0
350501,1,1,0
350502,2,2,0
350503,1,1,0
350504,2,2,0
350505,1,1,0
350506,2,2,0
350507,1,1,0
350508,2,2,0
350509,1,1,0
350510,1,1,0
350511,2,2,0
350512,1,1,0
350513,2,2,0
350514,1,1,0
350515,1,1,0
350516,2,2,0
350517,1,1,0
350518,1,1,0
350519,2,2,0
350520,1,1,0
350521,2,2,0
350522,1,1,0
350523,2,2,0
350524,1,1,0
350525,2,2,0
350526,1,1,0
350527,1,1,0
350528,2,2,0
350529,1,1,0
350530,2,2,0
350531,1,1,0
350532,2,2,0
350533,1,1,0
350534,1,1,0
350535,2,2,0
350536,1,1,0
350537,3,3,0
350541,1,1,0
350545,2,2,0
350546,1,1,0
350547,2,2,0
350548,1,1,0
350549,2,2,0
350550,1,1,0
350551,1,1,0
350552,2,2,0
350553,1,1,0
350554,1,1,0
350555,3,3,0
350556,2,2,0
350557,1,1,0
350558,1,1,0
350559,1,1,0
350560,1,1,0
350563,2,2,0
350564,1,1,0
350565,1,1,0
350566,2,2,0
350567,2,2,0
350568,1,1,0
350569,1,1,0
350570,2,2,0
350571,1,1,0
350572,1,1,0
350573,2,2,0
350574,1,1,0
350575,2,2,0
350576,1,1,0
350577,2,2,0
350578,1,1,0
350579,2,2,0
350580,1,1,0
350581,1,1,0
350582,2,2,0
350583,1,1,0
350584,2,2,0
350585,1,1,0
350586,2,2,0
350587,1,1,0
350588,2,2,0
350589,1,1,0
350590,1,1,0
350591,2,2,0
350592,2,2,0
350612,1,1,0
350642,1,1,0
350719,1,1,0
350733,1,1,0
350739,1,1,0
350775,1,1,0
350780,1,1,0
350795,1,1,0
350803,1,1,0
350810,1,1,0
350813,1,1,0
350826,1,1,0
350910,1,1,0
350911,1,1,0
350928,1,1,0
350930,1,1,0
350939,1,1,0
350945,1,1,0
350953,1,1,0
350963,1,1,0
350983,1,1,0
350994,1,1,0
351027,1,1,0
351044,1,1,0
351056,1,1,0
351057,1,1,0
351089,1,1,0
351095,1,1,0
351102,1,1,0
351111,1,1,0
351232,1,1,0
351261,1,1,0
351275,1,1,0
351354,1,1,0
351368,1,1,0
351376,1,1,0
351407,1,1,0
351433,1,1,0
351481,1,1,0
351482,1,1,0
351567,1,1,0
351572,1,1,0
351592,1,1,0
351621,1,1,0
351633,1,1,0
351665,1,1,0
351678,1,1,0
351702,1,1,0
351719,1,1,0
351725,1,1,0
351766,1,1,0
351774,1,1,0
351776,1,1,0
351893,1,1,0
351911,1,1,0
351933,2,2,0
351955,1,1,0
352039,1,1,0
352046,1,1,0
352082,1,1,0
352090,1,1,0
352107,1,1,0
352129,1,1,0
352226,1,1,0
352239,1,1,0
352278,1,1,0
352279,1,1,0
352337,1,1,0
352353,1,1,0
352360,1,1,0
352379,1,1,0
352534,1,1,0
352560,1,1,0
352663,1,1,0
352731,1,1,0
352743,1,1,0
352781,1,1,0
352795,1,1,0
352822,1,1,0
352823,1,1,0
352824,7,7,0
352825,117,117,0
352826,42,42,0
352829,4,4,0
352830,41,41,0
352831,89,89,0
352832,119,119,0
352833,88,88,0
352835,1,1,0
352837,1,1,0
352848,1,1,0
352859,1,1,0
352864,1,1,0
352866,1,1,0
352870,1,1,0
352871,2,2,0
352872,1,1,0
352874,3,3,0
352875,2,2,0
352876,2,2,0
352877,1,1,0
352878,1,1,0
352879,1,1,0
352881,1,1,0
352882,1,1,0
352883,1,1,0
352884,1,1,0
352885,2,2,0
352887,1,1,0
352889,1,1,0
352890,1,1,0
352896,2,2,0
352898,1,1,0
352899,1,1,0
352906,1,1,0
352909,1,1,0
352918,1,1,0
352919,1,1,0
352923,1,1,0
352928,2,2,0
352929,1,1,0
352931,1,1,0
352932,1,1,0
352934,1,1,0
352949,1,1,0
352951,1,1,0
352956,1,1,0
352957,1,1,0
352964,1,1,0
352969,1,1,0
352970,3,3,0
352972,1,1,0
352977,2,2,0
352982,1,1,0
352983,2,2,0
352986,2,2,0
352989,1,1,0
352990,1,1,0
352991,1,1,0
352994,1,1,0
352996,1,1,0
352997,1,1,0
352999,1,1,0
353001,1,1,0
353012,1,1,0
353017,1,1,0
353019,1,1,0
353034,1,1,0
353041,1,1,0
353064,1,1,0
353067,1,1,0
353069,1,1,0
353084,1,1,0
353101,1,1,0
353102,1,1,0
353108,1,1,0
353109,1,1,0
353118,1,1,0
353120,1,1,0
353125,1,1,0
353131,1,1,0
353142,1,1,0
353151,1,1,0
353152,1,1,0
353154,1,1,0
353161,2,2,0
353178,1,1,0
353180,1,1,0
353192,1,1,0
353208,1,1,0
353219,1,1,0
353254,1,1,0
353255,1,1,0
353257,1,1,0
353272,1,1,0
353276,2,2,0
353277,1,1,0
353281,1,1,0
353287,1,1,0
353292,1,1,0
353299,1,1,0
353307,1,1,0
353313,1,1,0
353314,1,1,0
353320,1,1,0
353326,2,2,0
353327,1,1,0
353331,1,1,0
353336,1,1,0
353357,1,1,0
353364,1,1,0
353374,1,1,0
353375,1,1,0
353396,1,1,0
353397,1,1,0
353399,1,1,0
353401,1,1,0
353405,1,1,0
353406,1,1,0
353423,1,1,0
353427,1,1,0
353432,1,1,0
353435,1,1,0
353436,1,1,0
353440,1,1,0
353478,1,1,0
353482,1,1,0
353486,1,1,0
353509,1,1,0
353516,1,1,0
353519,1,1,0
353523,1,1,0
353525,1,1,0
353547,1,1,0
353548,1,1,0
353574,2,2,0
353625,1,1,0
353638,1,1,0
353646,2,2,0
353659,1,1,0
353661,1,1,0
353665,1,1,0
353675,1,1,0
353682,1,1,0
353692,1,1,0
353695,1,1,0
353698,1,1,0
353699,1,1,0
353703,1,1,0
353733,1,1,0
353739,1,1,0
353752,1,1,0
353756,1,1,0
353765,1,1,0
353786,1,1,0
353805,1,1,0
353838,1,1,0
353851,1,1,0
353890,1,1,0
353894,1,1,0
353902,1,1,0
353908,1,1,0
353914,1,1,0
353943,1,1,0
353955,1,1,0
353958,1,1,0
353969,1,1,0
353976,1,1,0
353980,1,1,0
353991,1,1,0
354002,1,1,0
354032,1,1,0
354041,1,1,0
354042,1,1,0
354051,1,1,0
354063,1,1,0
354067,1,1,0
354069,1,1,0
354070,1,1,0
354081,1,1,0
354083,1,1,0
354138,1,1,0
354158,1,1,0
354165,1,1,0
354170,1,1,0
354171,1,1,0
354184,1,1,0
354198,1,1,0
354202,1,1,0
354203,1,1,0
354208,1,1,0
354212,1,1,0
354243,1,1,0
354253,1,1,0
354282,1,1,0
354299,1,1,0
354304,1,1,0
354353,1,1,0
354360,1,1,0
354383,1,1,0
354386,1,1,0
354391,1,1,0
354394,1,1,0
354395,1,1,0
354396,1,1,0
354398,1,1,0
354400,1,1,0
354403,1,1,0
354406,1,1,0
354413,1,1,0
354414,1,1,0
354416,1,1,0
354430,1,1,0
354434,1,1,0
354443,1,1,0
354448,1,1,0
354449,1,1,0
354450,1,1,0
354467,1,1,0
354468,1,1,0
354470,1,1,0
354475,2,2,0
354481,1,1,0
354482,1,1,0
354488,1,1,0
354492,1,1,0
354499,1,1,0
354508,1,1,0
354575,1,1,0
354581,1,1,0
354588,1,1,0
354594,1,1,0
354628,1,1,0
354647,1,1,0
354653,1,1,0
354661,1,1,0
354671,1,1,0
354677,1,1,0
354704,1,1,0
354710,1,1,0
354727,1,1,0
354760,1,1,0
354786,1,1,0
354787,1,1,0
354795,1,1,0
354811,1,1,0
354814,1,1,0
354819,1,1,0
354821,2,2,0
354829,1,1,0
354833,1,1,0
354849,1,1,0
354854,1,1,0
354862,1,1,0
354863,1,1,0
354875,1,1,0
354880,1,1,0
354886,1,1,0
354887,1,1,0
354915,1,1,0
354950,1,1,0
354957,1,1,0
354962,1,1,0
354966,1,1,0
354974,1,1,0
355002,1,1,0
355015,1,1,0
355017,1,1,0
355051,1,1,0
355052,1,1,0
355058,1,1,0
355064,1,1,0
355069,1,1,0
355092,1,1,0
355112,1,1,0
355118,1,1,0
355126,1,1,0
355146,1,1,0
355170,1,1,0
355171,1,1,0
355173,1,1,0
355178,1,1,0
355186,1,1,0
355197,1,1,0
355199,1,1,0
355200,1,1,0
355212,1,1,0
355215,1,1,0
355223,1,1,0
355233,1,1,0
355270,1,1,0
355301,1,1,0
355348,1,1,0
355358,1,1,0
355370,1,1,0
355372,1,1,0
355374,1,1,0
355382,1,1,0
355388,1,1,0
355399,1,1,0
355415,1,1,0
355421,1,1,0
355448,1,1,0
355554,1,1,0
355583,1,1,0
355591,1,1,0
355598,1,1,0
355603,1,1,0
355615,1,1,0
355621,1,1,0
355622,1,1,0
355631,1,1,0
355652,1,1,0
355658,1,1,0
355680,1,1,0
355700,1,1,0
355702,1,1,0
355723,1,1,0
355729,1,1,0
355744,1,1,0
355752,1,1,0
355759,1,1,0
355790,1,1,0
355791,1,1,0
355796,1,1,0
355798,1,1,0
355806,1,1,0
355807,1,1,0
355823,1,1,0
355835,1,1,0
355837,1,1,0
355864,1,1,0
355882,1,1,0
355891,1,1,0
355910,1,1,0
355921,1,1,0
356021,1,1,0
356074,1,1,0
356080,1,1,0
356102,1,1,0
356107,1,1,0
356111,2,2,0
356116,1,1,0
356127,1,1,0
356137,1,1,0
356152,1,1,0
356155,1,1,0
356165,1,1,0
356184,1,1,0
356216,1,1,0
356320,1,1,0
356328,1,1,0
356335,1,1,0
356336,1,1,0
356337,1,1,0
356347,1,1,0
356367,1,1,0
356388,1,1,0
356404,1,1,0
356460,1,1,0
356475,1,1,0
356480,1,1,0
356492,1,1,0
356509,1,1,0
356516,1,1,0
356533,1,1,0
356576,1,1,0
356597,1,1,0
356623,1,1,0
356626,1,1,0
356639,1,1,0
356653,1,1,0
356662,1,1,0
356668,1,1,0
356676,1,1,0
356680,1,1,0
356792,1,1,0
356824,1,1,0
356837,1,1,0
356878,1,1,0
356882,1,1,0
356938,2,2,0
356948,2,2,0
356949,1,1,0
356953,1,1,0
356986,1,1,0
357036,1,1,0
357046,1,1,0
357056,1,1,0
357057,1,1,0
357060,1,1,0
357065,1,1,0
357076,1,1,0
357100,1,1,0
357120,1,1,0
357206,1,1,0
357213,1,1,0
357216,1,1,0
357221,1,1,0
357232,1,1,0
357262,1,1,0
357264,1,1,0
357270,1,1,0
357275,1,1,0
357292,1,1,0
357329,1,1,0
357336,1,1,0
357408,1,1,0
357415,1,1,0
357452,1,1,0
357462,1,1,0
357467,1,1,0
357489,1,1,0
357504,1,1,0
357508,1,1,0
357518,1,1,0
357528,1,1,0
357537,1,1,0
357559,1,1,0
357562,1,1,0
357565,1,1,0
357567,1,1,0
357572,1,1,0
357573,1,1,0
357634,1,1,0
357655,1,1,0
357684,1,1,0
357688,1,1,0
357689,1,1,0
357690,2,2,0
357691,1,1,0
357692,1,1,0
357693,2,2,0
357695,1,1,0
357696,2,2,0
357697,1,1,0
357700,1,1,0
357701,1,1,0
357702,2,2,0
357703,1,1,0
357704,1,1,0
357705,2,2,0
357706,1,1,0
357707,1,1,0
357708,2,2,0
357709,1,1,0
357710,2,2,0
357711,1,1,0
357712,2,2,0
357713,1,1,0
357714,1,1,0
357715,2,2,0
357716,1,1,0
357717,1,1,0
357718,2,2,0
357719,1,1,0
357720,2,2,0
357721,1,1,0
357722,2,2,0
357723,1,1,0
357724,1,1,0
357725,1,1,0
357726,2,2,0
357727,2,2,0
357728,1,1,0
357729,2,2,0
357730,1,1,0
357731,2,2,0
357732,1,1,0
357733,2,2,0
357734,1,1,0
357735,1,1,0
357736,2,2,0
357737,1,1,0
357738,2,2,0
357739,1,1,0
357740,1,1,0
357741,2,2,0
357742,1,1,0
357743,1,1,0
357746,1,1,0
357747,2,2,0
357748,1,1,0
357749,2,2,0
357750,1,1,0
357751,1,1,0
357752,1,1,0
357753,2,2,0
357754,1,1,0
357755,2,2,0
357756,1,1,0
357757,2,2,0
357758,1,1,0
357759,2,2,0
357760,2,2,0
357762,2,2,0
357763,1,1,0
357764,2,2,0
357765,1,1,0
357766,1,1,0
357767,2,2,0
357768,2,2,0
357769,1,1,0
357770,1,1,0
357772,1,1,0
357773,1,1,0
357774,2,2,0
357777,1,1,0
357778,1,1,0
357779,1,1,0
357780,2,2,0
357781,2,2,0
357782,1,1,0
357783,1,1,0
357784,2,2,0
357785,1,1,0
357786,2,2,0
357787,2,2,0
357814,1,1,0
357830,1,1,0
357832,1,1,0
357849,1,1,0
357905,1,1,0
357920,1,1,0
357933,1,1,0
357934,1,1,0
357938,1,1,0
357946,1,1,0
357961,1,1,0
357962,1,1,0
357970,2,2,0
357980,1,1,0
358017,1,1,0
358031,1,1,0
358040,1,1,0
358044,1,1,0
358066,1,1,0
358074,1,1,0
358096,1,1,0
358117,1,1,0
358126,1,1,0
358133,1,1,0
358154,1,1,0
358266,1,1,0
358269,1,1,0
358288,1,1,0
358321,1,1,0
358324,1,1,0
358326,2,2,0
358332,1,1,0
358351,1,1,0
358358,1,1,0
358375,1,1,0
358399,1,1,0
358416,1,1,0
358453,1,1,0
358460,1,1,0
358464,1,1,0
358664,1,1,0
358671,3,3,0
358672,3,3,0
358673,3,3,0
358674,3,3,0
358675,3,3,0
358676,1,1,0
358677,5,5,0
358678,5,5,0
358679,1,1,0
358680,3,3,0
358681,3,3,0
358682,2,2,0
358683,5,5,0
358684,1,1,0
358685,4,4,0
358686,3,3,0
358687,4,4,0
358688,4,4,0
358689,4,4,0
358691,3,3,0
358692,2,2,0
358693,4,4,0
358694,6,6,0
358695,1,1,0
358696,4,4,0
358697,1,1,0
358698,4,4,0
358699,3,3,0
358700,3,3,0
358701,4,4,0
358702,3,3,0
358703,2,2,0
358704,5,5,0
358705,1,1,0
358706,1,1,0
358707,4,4,0
358708,5,5,0
358709,2,2,0
358710,1,1,0
358711,6,6,0
358712,2,2,0
358713,1,1,0
358714,4,4,0
358715,2,2,0
358716,5,5,0
358717,5,5,0
358718,1,1,0
358719,4,4,0
358720,4,4,0
358721,1,1,0
358722,3,3,0
358724,3,3,0
358725,7,7,0
358726,4,4,0
358727,2,2,0
358728,3,3,0
358729,3,3,0
358730,2,2,0
358731,2,2,0
358732,6,6,0
358733,3,3,0
358734,3,3,0
358735,5,5,0
358736,2,2,0
358737,4,4,0
358738,2,2,0
358739,2,2,0
358740,3,3,0
358741,2,2,0
358742,3,3,0
358743,4,4,0
358744,5,5,0
358745,2,2,0
358746,5,5,0
358747,2,2,0
358748,2,2,0
358749,3,3,0
358750,3,3,0
358751,1,1,0
358752,7,7,0
358753,1,1,0
358755,6,6,0
358756,1,1,0
358757,5,5,0
358758,4,4,0
358759,3,3,0
358760,2,2,0
358761,3,3,0
358762,4,4,0
358763,4,4,0
358764,2,2,0
358765,2,2,0
358766,3,3,0
358767,3,3,0
358768,2,2,0
358769,4,4,0
358770,5,5,0
358771,1,1,0
358772,5,5,0
358773,3,3,0
358774,2,2,0
358775,2,2,0
358778,2,2,0
358783,1,1,0
358789,1,1,0
358885,1,1,0
358930,1,1,0
358937,1,1,0
358949,1,1,0
358959,1,1,0
358969,1,1,0
359008,1,1,0
359012,1,1,0
359013,1,1,0
359022,1,1,0
359057,1,1,0
359059,1,1,0
359067,1,1,0
359101,1,1,0
359110,1,1,0
359124,1,1,0
359163,1,1,0
359181,1,1,0
359204,1,1,0
359216,1,1,0
359230,1,1,0
359246,2,2,0
359256,1,1,0
359268,1,1,0
359278,1,1,0
359288,3,3,0
359293,1,1,0
359333,1,1,0
359340,1,1,0
359342,1,1,0
359345,1,1,0
359403,1,1,0
359491,1,1,0
359496,1,1,0
359503,1,1,0
359513,1,1,0
359552,1,1,0
359580,1,1,0
359592,1,1,0
359593,1,1,0
359599,1,1,0
359601,1,1,0
359603,1,1,0
359648,1,1,0
359654,1,1,0
359731,1,1,0
359735,1,1,0
359759,1,1,0
359899,1,1,0
359903,1,1,0
359911,1,1,0
359918,1,1,0
359941,1,1,0
359945,1,1,0
359972,1,1,0
360072,1,1,0
360087,1,1,0
360120,1,1,0
360127,1,1,0
360144,1,1,0
360148,1,1,0
360152,1,1,0
360200,1,1,0
360210,1,1,0
360225,1,1,0
360228,1,1,0
360235,1,1,0
360238,1,1,0
360248,1,1,0
360273,1,1,0
360278,1,1,0
360286,1,1,0
360556,1,1,0
360585,1,1,0
360623,1,1,0
360637,1,1,0
360646,1,1,0
360655,1,1,0
360667,1,1,0
360686,1,1,0
360720,1,1,0
360733,1,1,0
360757,1,1,0
360760,1,1,0
360777,2,2,0
360794,1,1,0
360829,1,1,0
360830,1,1,0
360832,1,1,0
360838,1,1,0
360935,1,1,0
360945,1,1,0
361027,1,1,0
361030,1,1,0
361036,1,1,0
361038,1,1,0
361041,1,1,0
361067,1,1,0
361202,1,1,0
361225,1,1,0
361262,1,1,0
361288,1,1,0
361290,1,1,0
361335,1,1,0
361341,1,1,0
361353,1,1,0
361363,1,1,0
361364,1,1,0
361375,1,1,0
361426,1,1,0
361437,1,1,0
361508,1,1,0
361514,1,1,0
361527,1,1,0
361541,1,1,0
361611,1,1,0
361620,1,1,0
361640,1,1,0
361660,1,1,0
361713,1,1,0
361725,1,1,0
361758,1,1,0
361772,1,1,0
361786,1,1,0
361788,1,1,0
361793,1,1,0
361797,1,1,0
361800,1,1,0
361831,1,1,0
361835,1,1,0
361872,1,1,0
361881,1,1,0
361889,1,1,0
361914,1,1,0
361976,1,1,0
361992,1,1,0
362025,1,1,0
362059,1,1,0
362089,1,1,0
362106,1,1,0
362123,1,1,0
362131,1,1,0
362146,1,1,0
362160,1,1,0
362169,1,1,0
362171,1,1,0
362175,2,2,0
362181,1,1,0
362193,1,1,0
362217,1,1,0
362251,1,1,0
362317,1,1,0
362378,1,1,0
362423,1,1,0
362616,1,1,0
362639,1,1,0
362772,1,1,0
362787,2,2,0
362808,1,1,0
362839,1,1,0
362844,1,1,0
362846,1,1,0
362849,1,1,0
362851,1,1,0
362853,1,1,0
362855,1,1,0
362857,1,1,0
362863,1,1,0
362866,1,1,0
362868,1,1,0
362870,1,1,0
362877,1,1,0
362879,1,1,0
362882,1,1,0
362884,1,1,0
362887,1,1,0
362908,1,1,0
362920,1,1,0
362925,1,1,0
362927,1,1,0
362930,1,1,0
362931,2,2,0
362932,1,1,0
362964,1,1,0
362972,1,1,0
363061,1,1,0
363093,1,1,0
363107,1,1,0
363110,1,1,0
363115,1,1,0
363201,1,1,0
363273,1,1,0
363294,1,1,0
363308,1,1,0
363338,1,1,0
363662,1,1,0
363777,1,1,0
363799,1,1,0
363888,1,1,0
364332,1,1,0
364505,1,1,0
364517,1,1,0
364525,1,1,0
364540,1,1,0
364611,1,1,0
364614,1,1,0
364620,1,1,0
364626,1,1,0
364776,1,1,0
364789,1,1,0
364797,1,1,0
364818,1,1,0
364885,1,1,0
364886,1,1,0
364887,1,1,0
364888,2,2,0
364889,1,1,0
364890,2,2,0
364891,1,1,0
364892,1,1,0
364893,2,2,0
364894,1,1,0
364895,2,2,0
364896,1,1,0
364897,2,2,0
364898,1,1,0
364899,1,1,0
364900,2,2,0
364901,1,1,0
364902,2,2,0
364909,2,2,0
364910,1,1,0
364911,2,2,0
364912,1,1,0
364913,2,2,0
364914,1,1,0
364916,2,2,0
364917,2,2,0
364918,1,1,0
364919,2,2,0
364920,1,1,0
364921,2,2,0
364922,1,1,0
364923,1,1,0
364924,2,2,0
364925,1,1,0
364926,2,2,0
364927,1,1,0
364928,2,2,0
364929,1,1,0
364930,1,1,0
364931,2,2,0
364932,1,1,0
364933,2,2,0
364934,1,1,0
364935,1,1,0
364936,2,2,0
364937,1,1,0
364938,2,2,0
364939,1,1,0
364940,2,2,0
364941,1,1,0
364942,1,1,0
364943,2,2,0
364944,1,1,0
364945,2,2,0
364946,1,1,0
364947,1,1,0
364949,1,1,0
364950,1,1,0
364951,2,2,0
364952,1,1,0
364953,2,2,0
364957,1,1,0
364958,2,2,0
364959,1,1,0
364960,2,2,0
364961,1,1,0
364962,1,1,0
364963,2,2,0
364964,2,2,0
364965,1,1,0
364966,1,1,0
364967,2,2,0
364968,1,1,0
364969,2,2,0
364970,1,1,0
364971,2,2,0
364972,1,1,0
364973,1,1,0
364974,2,2,0
364975,1,1,0
364976,2,2,0
364977,1,1,0
364978,2,2,0
364979,1,1,0
364980,2,2,0
364981,1,1,0
365044,1,1,0
365351,1,1,0
365456,1,1,0
365478,1,1,0
365496,1,1,0
365497,1,1,0
365506,1,1,0
365528,1,1,0
365547,1,1,0
366166,1,1,0
366170,1,1,0
366244,1,1,0
366248,1,1,0
366397,1,1,0
366474,1,1,0
366482,2,2,0
366489,1,1,0
366505,1,1,0
366520,1,1,0
366562,1,1,0
366565,1,1,0
366569,1,1,0
366570,1,1,0
366583,1,1,0
366592,1,1,0
366596,1,1,0
366600,1,1,0
366602,1,1,0
366607,1,1,0
366613,1,1,0
366621,1,1,0
366623,1,1,0
366627,1,1,0
366630,1,1,0
366634,1,1,0
366637,1,1,0
366644,1,1,0
366648,1,1,0
366650,1,1,0
366654,1,1,0
366676,1,1,0
366728,1,1,0
366731,1,1,0
366736,1,1,0
366748,1,1,0
366776,1,1,0
366779,1,1,0
366785,1,1,0
366793,1,1,0
366797,1,1,0
366867,1,1,0
367008,1,1,0
367046,1,1,0
367256,1,1,0
367303,1,1,0
367420,1,1,0
367440,1,1,0
367447,1,1,0
367503,1,1,0
367613,1,1,0
367951,1,1,0
367968,1,1,0
367994,1,1,0
367999,1,1,0
368023,1,1,0
368195,1,1,0
368317,1,1,0
368364,1,1,0
368385,1,1,0
368646,1,1,0
368941,1,1,0
369070,1,1,0
369345,1,1,0
369425,1,1,0
369736,1,1,0
369853,1,1,0
369886,1,1,0
369896,1,1,0
369899,1,1,0
370020,1,1,0
370036,1,1,0
370082,1,1,0
370097,1,1,0
370398,1,1,0
370842,1,1,0
370851,1,1,0
370865,1,1,0
370915,1,1,0
371015,1,1,0
371107,1,1,0
371123,1,1,0
371239,1,1,0
371261,1,1,0
371287,1,1,0
371294,1,1,0
371312,1,1,0
371352,1,1,0
371720,1,1,0
371751,1,1,0
371766,1,1,0
371863,1,1,0
371923,1,1,0
371933,1,1,0
371946,1,1,0
371956,1,1,0
371962,1,1,0
372043,1,1,0
372068,1,1,0
372079,3,3,0
372080,3,3,0
372082,6,6,0
372083,1,1,0
372084,4,4,0
372085,3,3,0
372086,3,3,0
372087,5,5,0
372088,5,5,0
372089,6,6,0
372090,5,5,0
372091,4,4,0
372092,3,3,0
372093,7,7,0
372094,2,2,0
372095,4,4,0
372096,6,6,0
372097,1,1,0
372098,4,4,0
372099,1,1,0
372100,3,3,0
372101,9,9,0
372102,6,6,0
372103,3,3,0
372104,4,4,0
372105,4,4,0
372106,2,2,0
372107,6,6,0
372108,1,1,0
372109,1,1,0
372110,5,5,0
372111,3,3,0
372112,5,5,0
372113,7,7,0
372114,1,1,0
372115,7,7,0
372116,4,4,0
372117,4,4,0
372118,5,5,0
372119,4,4,0
372120,5,5,0
372121,2,2,0
372122,6,6,0
372123,4,4,0
372124,6,6,0
372125,6,6,0
372126,2,2,0
372127,2,2,0
372128,5,5,0
372129,2,2,0
372130,6,6,0
372131,5,5,0
372132,4,4,0
372133,3,3,0
372134,5,5,0
372135,1,1,0
372136,2,2,0
372137,7,7,0
372138,3,3,0
372139,3,3,0
372140,6,6,0
372141,7,7,0
372142,1,1,0
372143,7,7,0
372144,5,5,0
372145,5,5,0
372146,3,3,0
372147,4,4,0
372148,5,5,0
372149,3,3,0
372150,2,2,0
372151,5,5,0
372152,5,5,0
372153,7,7,0
372154,2,2,0
372155,8,8,0
372156,4,4,0
372157,4,4,0
372158,2,2,0
372159,8,8,0
372160,2,2,0
372161,6,6,0
372162,3,3,0
372163,6,6,0
372164,2,2,0
372165,4,4,0
372166,2,2,0
372167,8,8,0
372168,6,6,0
372169,3,3,0
372170,4,4,0
372171,4,4,0
372172,3,3,0
372173,9,9,0
372174,1,1,0
372175,5,5,0
372176,4,4,0
372177,5,5,0
372178,3,3,0
372179,6,6,0
372180,2,2,0
372181,2,2,0
372182,3,3,0
372183,1,1,0
372184,5,5,0
372185,3,3,0
372186,3,3,0
372187,3,3,0
372188,4,4,0
372189,1,1,0
372191,1,1,0
372194,1,1,0
372235,1,1,0
372236,1,1,0
372242,1,1,0
372248,2,2,0
372258,1,1,0
372261,1,1,0
372265,1,1,0
372295,1,1,0
372315,1,1,0
372320,1,1,0
372326,1,1,0
372464,1,1,0
372469,1,1,0
372478,1,1,0
372511,1,1,0
372521,1,1,0
372688,1,1,0
372693,1,1,0
372697,1,1,0
372717,1,1,0
372736,1,1,0
372754,1,1,0
372790,1,1,0
372799,1,1,0
372927,1,1,0
373043,1,1,0
373054,1,1,0
373077,1,1,0
373119,1,1,0
373134,1,1,0
373137,1,1,0
373141,1,1,0
373150,1,1,0
373152,1,1,0
373162,1,1,0
373262,1,1,0
373271,1,1,0
373561,1,1,0
373760,1,1,0
373782,1,1,0
373801,1,1,0
373808,1,1,0
373839,1,1,0
373841,1,1,0
373897,1,1,0
373901,1,1,0
373909,1,1,0
373930,1,1,0
373949,1,1,0
374055,1,1,0
374065,1,1,0
374071,1,1,0
374082,1,1,0
374085,1,1,0
374162,1,1,0
374188,1,1,0
374209,1,1,0
374213,1,1,0
374220,1,1,0
374234,1,1,0
374238,1,1,0
374242,2,2,0
